link,title,date,news_text
https://www.moneyworks4me.com/company/news/index/id/426112,Reliance Industries planning to double capacity to recycle plastic bottles,"05 Aug, 2021","Reliance Industries (RIL) is planning to double its capacity to recycle plastic bottles after a third-party recycled polyester staple fibre (PSF) manufacturing facility is set up in Andhra Pradesh. The move is part of its commitment to lead the industry on circular economy, enhance its sustainability quotient and bolster the entire polyester and polymer value chain.As a part of this endeavour, Srichakra Ecotex India will build and operate exclusively for RIL the new recycled PSF – Recron GreenGold and PET flakes wash-line in Andhra Pradesh. This will help RIL to more than double its recycling capacity to 5 billion post-consumer PET bottles and ensure India maintains over 90 per cent recycling rate.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/425962,Reliance Industries rises on the BSE,"04 Aug, 2021","Reliance Industries is currently trading at Rs. 2104.65, up by 17.75 points or 0.85% from its previous closing of Rs. 2086.90 on the BSE.The scrip opened at Rs. 2097.60 and has touched a high and low of Rs. 2114.10 and Rs. 2092.35 respectively. So far 53996 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1830.00 on 29-Jan-2021.Last one week high and low of the scrip stood at Rs. 2091.25 and Rs. 2016.60 respectively. The current market cap of the company is Rs. 1426965.82 crore.The promoters holding in the company stood at 50.59%, while Institutions and Non-Institutions held 38.20% and 11.03% respectively.In a major outreach scheme to protect vulnerable communities, Reliance Industries’ philanthropic arm -- Reliance Foundation (RF) is planning to partner with Municipal Corporation of Greater Mumbai (MCGM) to provide three lakh COVID-19 vaccine doses to communities across 50 locations in the city.The free vaccination drive, through Sir H N Reliance Foundation Hospital, aims to protect underprivileged people in neighbourhoods including Dharavi, Worli, Wadala, Colaba, Pratiksha Nagar, Kamathipura, Mankhurd, Chembur, Govandi and Bhandup.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/425850,Reliance Industries’ arm to provide 3 lakh free COVID vaccines in Mumbai,"03 Aug, 2021","In a major outreach scheme to protect vulnerable communities, Reliance Industries’ philanthropic arm -- Reliance Foundation (RF) is planning to partner with Municipal Corporation of Greater Mumbai (MCGM) to provide three lakh COVID-19 vaccine doses to communities across 50 locations in the city.The free vaccination drive, through Sir H N Reliance Foundation Hospital, aims to protect underprivileged people in neighbourhoods including Dharavi, Worli, Wadala, Colaba, Pratiksha Nagar, Kamathipura, Mankhurd, Chembur, Govandi and Bhandup.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/425808,Reliance Industries slips 59 places on Fortune list,"03 Aug, 2021","Reliance Industries slipped 59 places to rank 155th on the 2021 Fortune Global 500 list. Reliance took a beating on the rankings as revenues dropped owing to the COVID-19 pandemic. This is its lowest ranking since 2017.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/425771,Reliance Industries inches up on investing in Reliance New Solar Energy,"03 Aug, 2021","Reliance Industries is currently trading at Rs. 2072.85, up by 1.35 points or 0.07% from its previous closing of Rs. 2071.50 on the BSE.The scrip opened at Rs. 2085.00 and has touched a high and low of Rs. 2085.00 and Rs. 2064.15 respectively. So far 27275 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1830.00 on 29-Jan-2021.Last one week high and low of the scrip stood at Rs. 2083.50 and Rs. 2016.60 respectively. The current market cap of the company is Rs. 1398937.04 crore.The promoters holding in the company stood at 50.59%, while Institutions and Non-Institutions held 38.20% and 11.03% respectively.Reliance Industries has invested Rs 1,00,000 in cash in 10,000 equity shares of Rs 10 each of Reliance New Solar Energy (RNSEL), a newly incorporated wholly owned subsidiary. RNSEL is incorporated to undertake activities relating to solar energy. RNSEL is yet to commence its business operations.The investment in RNSEL does not fall within related party transaction and the promoter / promoter group / group companies do not have any interest in RNSEL. No governmental or regulatory approvals were required for the said investment.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/425761,Reliance Industries invests in Reliance New Solar Energy,"03 Aug, 2021","Reliance Industries has invested Rs 1,00,000 in cash in 10,000 equity shares of Rs 10 each of Reliance New Solar Energy (RNSEL), a newly incorporated wholly owned subsidiary. RNSEL is incorporated to undertake activities relating to solar energy. RNSEL is yet to commence its business operations.The investment in RNSEL does not fall within related party transaction and the promoter / promoter group / group companies do not have any interest in RNSEL. No governmental or regulatory approvals were required for the said investment.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/424757,"Reliance Industries’ arm administers over 10 lakh COVID vaccine doses to RIL employees, family members","27 Jul, 2021","Reliance Industries’ philanthropic arm -- Reliance Foundation (RF) has administered over 10 lakh COVID-19 vaccine doses to company employees and their families as well as associates and partners. Soon after the government opened up vaccination for private companies, Reliance Foundation launched the vaccination drive in April. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/424533,Reliance Industries slips on reporting 7% fall in Q1 consolidated net profit,"26 Jul, 2021","Reliance Industries is currently trading at Rs. 2089.95, down by 15.25 points or 0.72% from its previous closing of Rs. 2105.20 on the BSE.The scrip opened at Rs. 2110.00 and has touched a high and low of Rs. 2121.60 and Rs. 2084.35 respectively. So far 271796 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1830.00 on 29-Jan-2021.Last one week high and low of the scrip stood at Rs. 2135.00 and Rs. 2084.00 respectively. The current market cap of the company is Rs. 1411345.44 crore.The promoters holding in the company stood at 50.59%, while Institutions and Non-Institutions held 38.20% and 11.03% respectively.Reliance Industries has reported fall of 7.52% in its net profit at Rs 8,595 crore for the quarter ended June 30, 2021 as compared to Rs 9,294 crore for the same quarter in the previous year. However, total income of the company increased by 72.18% at Rs 94,158 crore for Q1FY22 as compared Rs 54,687 crore for the corresponding quarter previous year.On the consolidated basis, the company has reported a fall of 7.25% in its net profit attributed to the owners at Rs 12,273 crore for the quarter ended June 30, 2021 as compared to Rs 13,233 crore for the same quarter in the previous year. However, total income of the company increased by 55.39% at Rs 148,591 crore for Q1FY22 as compared Rs 95,626 crore for the corresponding quarter previous year."
https://www.moneyworks4me.com/company/news/index/id/424509,Reliance Industries to start natural gas production from MJ field,"26 Jul, 2021","Reliance Industries is planning to start natural gas production from MJ field - the third and the last set of discoveries that the firm is developing in the eastern offshore KG-D6 block - in the last quarter of 2022 to raise overall output by about two-thirds. It has completed its first offshore installation campaign and a second one would commence in November this year.The company and its partner BP plc of the UK plan to use a floating production system at high-sea in the Bay of Bengal to bring to production the deepest gas discovery in the KG-D6 block. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/424374,Reliance Industries informs about presentation,"24 Jul, 2021","Reliance Industries has informed that the presentation made to the analysts and media on Unaudited Financial Results (Consolidated and Standalone) for the quarter ended June 30, 2021, is enclosed.The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/424316,Reliance Industries reports 7% fall in Q1 consolidated net profit,"24 Jul, 2021","Reliance Industries has reported results for first quarter ended June 30, 2021.The company has reported a fall of 7.52% in its net profit at Rs 8,595 crore for the quarter under review as compared to Rs 9,294 crore for the same quarter in the previous year. However, total income of the company increased by 72.18% at Rs 94,158 crore for Q1FY22 as compared Rs 54,687 crore for the corresponding quarter previous year.On the consolidated basis, the company has reported a fall of 7.25% in its net profit attributed to the owners at Rs 12,273 crore for the quarter under review as compared to Rs 13,233 crore for the same quarter in the previous year. However, total income of the company increased by 55.39% at Rs 148,591 crore for Q1FY22 as compared Rs 95,626 crore for the corresponding quarter previous year."
https://www.moneyworks4me.com/company/news/index/id/423986,Reliance Industries informs about update,"22 Jul, 2021","Reliance Industries has informed that the appointment of His Excellency Yasir Al Rumayyan as an Independent Director has taken effect from July 19, 2021. The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/423839,"Reliance Industries’ arm acquires stake worth over Rs 1,332 crore in Just Dial","21 Jul, 2021","Reliance Industries’ retail arm -- Reliance Retail Ventures (RRVL) has purchased shares worth over Rs 1,332 crore in Just Dial, through an open market transaction. Reliance Retail Ventures bought 1.3 crore scrips at an average price of Rs 1,020 apiece. The total deal value stood at Rs 1,332.23 crore.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/423702,Reliance Industries trades in green on the bourses,"20 Jul, 2021","Reliance Industries is currently trading at Rs. 2103.25, up by 4.15 points or 0.20% from its previous closing of Rs. 2099.10 on the BSE.The scrip opened at Rs. 2097.35 and has touched a high and low of Rs. 2108.10 and Rs. 2084.00 respectively. So far 221100 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1830.00 on 29-Jan-2021.Last one week high and low of the scrip stood at Rs. 2124.00 and Rs. 2078.65 respectively. The current market cap of the company is Rs. 1423010.01 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries’ retail arm -- Reliance Retail Ventures (RRVL) is planning to acquire 40.95 percent stake in Just Dial for Rs 3,497 crore, bolstering its digital play in the rapidly growing online commerce market in India. The investment in Just Dial underlines the company's commitment to ‘new commerce’ by further boosting the digital ecosystem for millions of its partner merchants, micro, small and medium enterprises.Reliance's investment in Just Dial, a 25-year old information search and listing company, is part of the telecom to petrochemicals conglomerate's digital bet. Over the past many quarters, Reliance has announced a number of investments in companies like Netmeds, Urban Ladder and others.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/423405,Reliance Industries inches up as its arm planning to acquire 40.95% stake in Just Dial,"19 Jul, 2021","Reliance Industries is currently trading at Rs. 2122.95, up by 7.50 points or 0.36% from its previous closing of Rs. 2111.80 on the BSE.The scrip opened at Rs. 2104.00 and has touched a high and low of Rs. 2124.00 and Rs. 2094.40 respectively. So far 1214063 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1830.00 on 29-Jan-2021.Last one week high and low of the scrip stood at Rs. 2114.50 and Rs. 2075.15 respectively. The current market cap of the company is Rs. 1428013.94 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries’ retail arm -- Reliance Retail Ventures (RRVL) is planning to acquire 40.95 percent stake in Just Dial for Rs 3,497 crore, bolstering its digital play in the rapidly growing online commerce market in India. The investment in Just Dial underlines the company's commitment to ‘new commerce’ by further boosting the digital ecosystem for millions of its partner merchants, micro, small and medium enterprises.Reliance's investment in Just Dial, a 25-year old information search and listing company, is part of the telecom to petrochemicals conglomerate's digital bet. Over the past many quarters, Reliance has announced a number of investments in companies like Netmeds, Urban Ladder and others. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/423252,Reliance Industries’ arm planning to acquire 40.95% stake in Just Dial,"17 Jul, 2021","Reliance Industries’ retail arm -- Reliance Retail Ventures (RRVL) is planning to acquire 40.95 percent stake in Just Dial for Rs 3,497 crore, bolstering its digital play in the rapidly growing online commerce market in India. The investment in Just Dial underlines the company's commitment to ‘new commerce’ by further boosting the digital ecosystem for millions of its partner merchants, micro, small and medium enterprises.Reliance's investment in Just Dial, a 25-year old information search and listing company, is part of the telecom to petrochemicals conglomerate's digital bet. Over the past many quarters, Reliance has announced a number of investments in companies like Netmeds, Urban Ladder and others. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/423078,Reliance Industries informs about board meeting,"16 Jul, 2021","Pursuant to Regulation 29 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 (‘Listing Regulations’) Reliance Industries has informed that a meeting of the Board of Directors of the Company is scheduled to be held on Friday, July 23, 2021 to consider and approve the standalone and consolidated unaudited financial results of the Company for the quarter ended June 30, 2021. A presentation to analysts and media on financial results of the Company for the quarter ended June 30, 2021 shall be made on the same day after the meeting. The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/422535,Reliance Industries gains on investing in Reliance New Energy Solar,"13 Jul, 2021","Reliance Industries is currently trading at Rs. 2095.25, up by 10.80 points or 0.52% from its previous closing of Rs. 2084.45 on the BSE.The scrip opened at Rs. 2100.00 and has touched a high and low of Rs. 2100.60 and Rs. 2093.10 respectively. So far 43993 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1798.15 on 15-Jul-2020.Last one week high and low of the scrip stood at Rs. 2127.75 and Rs. 2065.95 respectively. The current market cap of the company is Rs. 1409519.68 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries has invested Rs 1 lakh in cash in 10,000 equity shares of Rs 10 each of Reliance New Energy Solar (RNESL), a newly incorporated wholly owned subsidiary. RNESL is incorporated to undertake activities relating to solar energy. RNESL is yet to commence its business operations. The investment in RNESL does not fall within related party transaction and the promoter/ promoter group/ group companies do not have any interest in RNESL. No governmental or regulatory approvals were required for the said investment. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/422517,Reliance Industries’ telecom arm adds 47.56 lakh subscribers in April,"13 Jul, 2021","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has added 47,56,340 customers in April 2021. Following this, the company’s total customer base has increased to 42.76 crore with market share of 36.15% in terms of wireless subscribers as on April 30, 2021. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/422509,Reliance Industries invests in Reliance New Energy Solar,"13 Jul, 2021","Reliance Industries has invested Rs 1 lakh in cash in 10,000 equity shares of Rs 10 each of Reliance New Energy Solar (RNESL), a newly incorporated wholly owned subsidiary. RNESL is incorporated to undertake activities relating to solar energy. RNESL is yet to commence its business operations. The investment in RNESL does not fall within related party transaction and the promoter/ promoter group/ group companies do not have any interest in RNESL. No governmental or regulatory approvals were required for the said investment. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/421225,Reliance Industries informs about issuance of duplicate share certificate,"03 Jul, 2021","Pursuant to Regulation 39(3) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, Reliance Industries has informed that it has enclosed the details of duplicate share certificate(s) issued by the Company on July 2, 2021 in lieu of share certificate(s) lost by its / their holder(s).The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/420673,Reliance Industries inches up on signing strategic partnership with ADNOC,"30 Jun, 2021","Reliance Industries is currently trading at Rs. 2099.35, up by 12.15 points or 0.58% from its previous closing of Rs. 2087.20 on the BSE.The scrip opened at Rs. 2095.00 and has touched a high and low of Rs. 2106.90 and Rs. 2095.00 respectively. So far 24737 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1696.00 on 30-Jun-2020.Last one week high and low of the scrip stood at Rs. 2260.75 and Rs. 2081.10 respectively. The current market cap of the company is Rs. 1411379.25 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries has signed strategic partnership with Abu Dhabi National Oil Company (ADNOC) to join a new worldscale chlor-alkali, ethylene dichloride and polyvinyl chloride (PVC) production facility at TA’ZIZ in Ruwais, Abu Dhabi. The agreement capitalizes on growing demand for these critical industrial raw materials and leverages the strengths of ADNOC and Reliance as global industrial and energy leaders. The project will be constructed in the TA’ZIZ Industrial Chemicals Zone, which is a joint venture between ADNOC and ADQ. The agreement continues the momentum of ADNOC’s downstream and industry growth plans in line with ADNOC’s 2030 strategy. Petrochemical, refining and gas growth projects are currently under construction, with a number of projects also recently completed across the downstream and industry portfolio. Under the terms of the agreement, TA’ZIZ and Reliance will construct an integrated plant, with capacity to produce 940 thousand tons of chlor-alkali, 1.1 million tons of ethylene dichloride and 360 thousand tons of PVC annually. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/420667,Reliance Industries signs strategic partnership with ADNOC,"30 Jun, 2021","Reliance Industries has signed strategic partnership with Abu Dhabi National Oil Company (ADNOC) to join a new worldscale chlor-alkali, ethylene dichloride and polyvinyl chloride (PVC) production facility at TA’ZIZ in Ruwais, Abu Dhabi. The agreement capitalizes on growing demand for these critical industrial raw materials and leverages the strengths of ADNOC and Reliance as global industrial and energy leaders. The project will be constructed in the TA’ZIZ Industrial Chemicals Zone, which is a joint venture between ADNOC and ADQ. The agreement continues the momentum of ADNOC’s downstream and industry growth plans in line with ADNOC’s 2030 strategy. Petrochemical, refining and gas growth projects are currently under construction, with a number of projects also recently completed across the downstream and industry portfolio. Under the terms of the agreement, TA’ZIZ and Reliance will construct an integrated plant, with capacity to produce 940 thousand tons of chlor-alkali, 1.1 million tons of ethylene dichloride and 360 thousand tons of PVC annually. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/420333,Reliance Industries trades in green on restarting Fluidized Catalytic Cracker Unit,"28 Jun, 2021","Reliance Industries is currently trading at Rs. 2108.85, up by 4.55 points or 0.22% from its previous closing of Rs. 2104.30 on the BSE.The scrip opened at Rs. 2124.00 and has touched a high and low of Rs. 2127.10 and Rs. 2105.10 respectively. So far 123769 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1696.00 on 30-Jun-2020.Last one week high and low of the scrip stood at Rs. 2260.75 and Rs. 2081.15 respectively. The current market cap of the company is Rs. 1426762.96 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries has restarted the Fluidized Catalytic Cracker Unit (FCCU) in its SEZ refinery at Jamnagar after carrying out necessary repairs. The Unit was taken for an emergency shutdown on June 6, 2021. The Unit has since been stablized and normal throughput has been reached on June 26, 2021.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/420320,Reliance Industries restarts Fluidized Catalytic Cracker Unit,"28 Jun, 2021","Reliance Industries has restarted the Fluidized Catalytic Cracker Unit (FCCU) in its SEZ refinery at Jamnagar after carrying out necessary repairs. The Unit was taken for an emergency shutdown on June 6, 2021. The Unit has since been stablized and normal throughput has been reached on June 26, 2021. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/420184,Reliance Industries informs about change in directorate,"25 Jun, 2021","Reliance Industries has informed that Y. P. Trivedi, an Independent Director of the Company, has demitted his office as a Director of the Company effective from the conclusion of the 44th AGM (Post IPO) held on June 24, 2021, due to health reasons. Trivedi has confirmed that there is no other reason for demitting his office as Director of the Company. Trivedi joined the Board of Directors of the Company in 1992. The Board of Directors have on June 24, 2021 approved the appointment of H.E. Yasir Al-Rumayyan, as an Additional Director of the Company, designated as an Independent Director. The appointment of H.E. Yasir Al-Rumayyan as an Independent Director shall take effect from the date of his obtaining the DIN and completion of other formalities relating to his appointment as an Independent Director. H.E. Yasir Al-Rumayyan, is not related to any Director of the Company. The Company hereby confirm that he is not debarred from holding the office of Director by virtue of any SEBI order or any other such authority.The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/420086,"Reliance Industries’ arm, Google Cloud to collaborate on 5G Technology","25 Jun, 2021","Reliance Jio Infocomm (Jio), a subsidiary of Reliance Industries, and Google Cloud are embarking on a comprehensive, long-term strategic relationship with a goal of powering 5G in enterprise and consumer segments nationwide. In addition, Reliance will also take advantage of Google Cloud’s scalable infrastructure thereby enabling its retail business to achieve better operational efficiency, modernize and scale for growth, and deliver better performance and experiences to customers.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/420028,"Reliance Industries’ arm, Google showcase jointly developed smartphone JioPhone Next","25 Jun, 2021","Reliance Industries’ majority-owned subsidiary -- Jio Platforms (Jio) and Google have showcased jointly developed smartphone JioPhone Next. Based on an optimized OS that is leveraged from Android and Play Store with features that are built specially for JioPhone Next, the two technology organizations have worked closely to create a smartphone experience aimed at addressing the unique needs of millions of smartphone users across India. While being ultra-affordable, JioPhone Next is packed with cutting-edge features like the Google Assistant, automatic read-aloud of screen text, language translation, smart camera with augmented reality filters and much more. This is testimony to a global technology company and a national technology champion working jointly to make a break-through product. JioPhone Next will be available in the market from the auspicious date of Ganesh Chaturthi, September 10, 2021. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/419960,"Reliance Industries planning to invest Rs 75,000 crore for setting up four 'Giga' factories","24 Jun, 2021","Reliance Industries is planning to invest Rs 75,000 crore in setting up four 'Giga' factories to make solar photovoltaic cells, green hydrogen, batteries and fuel cells over the next three years. The company will set up 100 GW of solar power generating capacity. The company is planning to build four Giga Factories to manufacture and integrate all critical components of new energy ecosystem solar photovoltaic module factory, energy storage battery factory, electrolyser factory, fuel cell factory. These four factories will involve an investment of Rs 60,000 crore. The company will invest an additional Rs 15,000 crore in the value chain, partnerships and future technologies, including upstream and downstream industries. Thus, overall investment in the new energy business will be Rs 75,000 crore in 3 years.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/419266,"Polycab India, Aster DM Healthcare and Adani Power to see some action today","21 Jun, 2021","Polycab India has signed an agreement to acquire 100% stake in Silvan Innovation Labs (Silvan). Silvan is a technology company focused on providing cutting edge automation offerings for homes, offices, banks, retail outlets, hotels and other spaces. Silvan pioneered the concept of home automation in the Indian residential building market and has a proven track record with many prominent real estate developers. Aster DM Healthcare has tied up with Dr Reddy's Laboratories to administer the COVID-19 vaccine Sputnik V as part of a limited pilot soft launch. The Kochi-based healthcare provider would initially inoculate beneficiaries in (Kochi) Kerala and Kolhapur (Maharashtra) as part of the initiative.Adani Power has been emerged as the successful bidder for Essar Power's 1,200 MW thermal power project in Mahan, Madhya Pradesh (MP). The Adani Power bid for the project has been approved by a committee of creditors. Now, it will have to seek the NCLT approval to acquire the project, which is undergoing insolvency proceedings. The deal size of the project is estimated at around Rs 2,800-Rs 3,000 crore. Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has added 79,18,129 customers in March 2021. Following this, the company’s total customer base has increased to 42.29 crore with market share of 35.81% in terms of wireless subscribers as on March 31, 2021.Fine Organic Industries has made an investment by way of acquisition of 22,500 Ordinary shares at a par value of THB 100 per share in the new Joint Venture Company (JVC) namely ‘Fine Organic Industries (Thailand) Co.’ New JVC incorporated in Thailand for the purpose of carrying on the business of manufacturing of Speciality Chemical products and supplying, exporting and distribution of such products.Mangalam Drugs and Organics is commissioning new intermediate manufacturing facility at unit 1 located in Vapi, Gujarat. This intermediate is an import substitute and an important raw material, which the Company was importing from China. This will enable to reduce reliability on Chinese imports for this product and help to maintain uninterrupted supply chain to a great extent.Power Finance Corporation’s (PFC) wholly owned subsidiary -- PFC Consulting has incorporated wholly owned subsidiary namely ‘Mohanlalganj Transmission’. This incorporation will benefit the domestic and commercial consumers of the surrounding region with improved power transmission."
https://www.moneyworks4me.com/company/news/index/id/419157,Reliance Industries informs about loss of share certificates,"19 Jun, 2021","Pursuant to Regulation 39(3) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, Reliance Industries has informed that it has enclosed the information regarding loss of share certificates received from the shareholders of the Company on June 17, 2021. The company is in the process of issuing duplicate share certificates to them after compliance of required formalities.The above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/419124,Reliance Industries’ telecom arm adds 79.18 lakh subscribers in March,"19 Jun, 2021","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has added 79,18,129 customers in March 2021. Following this, the company’s total customer base has increased to 42.29 crore with market share of 35.81% in terms of wireless subscribers as on March 31, 2021.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/418826,Reliance Industries gains as its arm starts 5G field trial network in Mumbai,"17 Jun, 2021","Reliance Industries is currently trading at Rs. 2219.85, up by 8.20 points or 0.37% from its previous closing of Rs. 2211.65 on the BSE.The scrip opened at Rs. 2200.25 and has touched a high and low of Rs. 2235.00 and Rs. 2190.00 respectively. So far 189693 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2368.80 on 16-Sep-2020 and a 52 week low of Rs. 1602.00 on 17-Jun-2020.Last one week high and low of the scrip stood at Rs. 2274.50 and Rs. 2182.70 respectively. The current market cap of the company is Rs. 1502734.82 crore.The promoters holding in the company stood at 50.58%, while Institutions and Non-Institutions held 38.48% and 10.94% respectively.Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has started 5G field trial network using its own indigenously developed equipment and technology in Mumbai. The network went live quickly after receiving a trial spectrum from the DoT (Department of Telecommunications).Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/418782,Reliance Industries’ arm starts 5G field trial network in Mumbai,"17 Jun, 2021","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has started 5G field trial network using its own indigenously developed equipment and technology in Mumbai. The network went live quickly after receiving a trial spectrum from the DoT (Department of Telecommunications).Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
